,Brand,Year,Model,Title,Transmission
3493,Honda,2004,CR-V,2004 Honda CR-V (4X4) Sport,Automatic
3494,Nissan,2008,Patrol,2008 Nissan Patrol ST (4X4),Manual
3495,McLaren,2019,540C,2019 McLaren 540C,Automatic
3496,Toyota,2017,Camry,2017 Toyota Camry Atara S Hybrid,Automatic
3498,Volkswagen,2017,Golf,2017 Volkswagen Golf Alltrack DSG 4MOTION 132TSI,Automatic
3499,Toyota,2020,RAV4,2020 Toyota RAV4 GXL (2WD),Automatic
3500,Hyundai,2011,Imax,2011 Hyundai Imax,Manual
3501,Mazda,2020,3,2020 Mazda 3 G20 Evolve,Automatic
3503,BMW,2010,X5,2010 BMW X5 Xdrive 35D,Automatic
3505,Volvo,2022,XC40,2022 Volvo XC40 T4 Momentum (fwd),Automatic
3506,Toyota,2018,Tarago,2018 Toyota Tarago GLI,Automatic
3509,Land,2023,Rover,2023 Land Rover Defender 90 D250 S (183KW),Automatic
3511,Land,2017,Rover,2017 Land Rover Range Rover Sport SDV6 HSE,Automatic
3513,BMW,2020,M135I,2020 BMW M135I Xdrive,Automatic
3517,Hyundai,2022,Tucson,2022 Hyundai Tucson Highlander N Line (awd),Automatic
3518,Ram,2019,1500,2019 Ram 1500 Laramie (4X4) FD3.2,Automatic
3520,Volkswagen,2021,Tiguan,2021 Volkswagen Tiguan 132TSI Life,Automatic
3521,Land,2017,Rover,2017 Land Rover Discovery TD6 S,Automatic
3522,Toyota,2011,Estima,2011 Toyota Estima G Hybrid,Automatic
3523,Hyundai,2018,Kona,2018 Hyundai Kona Highlander (awd),Automatic
3524,Volvo,2023,Xc,2023 Volvo Xc 90 Recharge Ultimate T8 Geartronic AWD Plug-In Hybrid,Automatic
3525,Peugeot,2015,308,2015 Peugeot 308 Allure,Automatic
3526,Mitsubishi,2019,Outlander,2019 Mitsubishi Outlander LS 7 Seat (2WD),Automatic
3527,Land,2015,Rover,2015 Land Rover Discovery 4 3.0 SDV6 SE,Automatic
3528,Mini,2012,Coupe,2012 Mini Coupe Cooper S,Manual
3529,Subaru,2020,Forester,2020 Subaru Forester 2.0E-L Hybrid (awd),Automatic
3532,Mercedes-Benz,2017,A-CLASS,2017 Mercedes-Benz A-CLASS,-
3533,Volvo,2020,XC40,2020 Volvo XC40 T4 Inscription (awd),Automatic
3534,Ford,2021,Ranger,2021 Ford Ranger Raptor X 2.0 (4X4),Automatic
3537,Isuzu,2023,D-MAX,2023 Isuzu D-MAX SX (4X4),Automatic
3538,Volkswagen,2023,Crafter,2023 Volkswagen Crafter 50 MWB TDI410,Automatic
3539,Mercedes-Benz,2017,Sprinter,2017 Mercedes-Benz Sprinter 319CDI MWB,Automatic
3541,Ford,2006,Fairlane,2006 Ford Fairlane Ghia,Automatic
3542,Toyota,2010,Vellfire,2010 Toyota Vellfire 2.4Z,Automatic
3543,Ford,2019,Everest,2019 Ford Everest Titanium (4WD 7 Seat),Automatic
3544,Mercedes-Benz,2016,S-Class,2016 Mercedes-Benz S-Class S500 7G-Tronic +,Automatic
3546,BMW,2016,M4,2016 BMW M4 Competition,Automatic
3547,Audi,2020,A3,2020 Audi A3 35 Tfsi (1.4 Tfsi),Automatic
3548,Nissan,2020,Juke,2020 Nissan Juke ST-L,Automatic
3549,Nissan,2009,Navara,2009 Nissan Navara ST (4X4),Manual
3550,Kia,2022,RIO,2022 Kia RIO Sport,Automatic
3551,Mercedes-Benz,2018,GLC200,2018 Mercedes-Benz GLC200,Automatic
3552,Audi,2023,A5,2023 Audi A5 45 Tfsi Quattro S Line Mhev,-
3554,LDV,2022,Mifa,2022 LDV Mifa 9 Luxe 90KWH EV,Automatic
3557,Audi,2014,RS,2014 Audi RS Q3 2.5 Tfsi Quattro,Automatic
3559,Nissan,2023,X-Trail,2023 Nissan X-Trail,-
3560,Toyota,1999,Land,1999 Toyota Land Cruiser Prado GXL,Automatic
3561,Toyota,2002,RAV4,2002 Toyota RAV4 Advantage,Manual
3563,Ford,2015,Ranger,2015 Ford Ranger XL 2.2 (4X4),Automatic
3564,Subaru,2022,WRX,2022 Subaru WRX TS (awd),Automatic
3567,Mazda,2018,CX-5,2018 Mazda CX-5 Maxx Sport (4X2) (5YR),Automatic
3568,Volkswagen,2014,Touareg,2014 Volkswagen Touareg 150 TDI,Automatic
3569,Hyundai,2015,Tucson,2015 Hyundai Tucson Active X (fwd),Automatic
3570,Land,2020,Rover,2020 Land Rover Defender 110 P400 S (249KW),Automatic
3571,Nissan,2016,Patrol,2016 Nissan Patrol ST (4X4),Manual
3572,Audi,2010,A4,2010 Audi A4 3.0 TDI Quattro,Automatic
3573,Toyota,2014,Landcruiser,2014 Toyota Landcruiser Workmate (4X4),Manual
3574,Lexus,2019,NX300,2019 Lexus NX300 Crafted Edition (fwd),Automatic
3575,Jaguar,2017,F-Type,2017 Jaguar F-Type V6 (250KW),Automatic
3576,Suzuki,2018,Vitara,2018 Suzuki Vitara RT-S,Automatic
3577,Mazda,2016,BT-50,2016 Mazda BT-50 UR XT Utility Dual Cab 4dr Man 6sp 4x4 3.2DT,Manual
3578,Land,2016,Rover,2016 Land Rover Range Rover Vogue SE SDV8,Automatic
3580,Mercedes-Benz,2011,E250,2011 Mercedes-Benz E250 CDI Avantgarde,Automatic
3583,Nissan,2013,Caravan,2013 Nissan Caravan Premium GX,Automatic
3584,Volkswagen,2019,Amarok,2019 Volkswagen Amarok V6 TDI 580 Ultimate,Automatic
3585,Nissan,2020,Patrol,2020 Nissan Patrol TI (4X4),Automatic
3586,Nissan,2022,X-Trail,2022 Nissan X-Trail ST (4WD) 7 Seat,Automatic
3590,Toyota,2012,HiAce,2012 Toyota HiAce Slwb,Automatic
3595,Mazda,2023,CX-5,2023 Mazda CX-5 Maxx Sport (awd),Automatic
3596,Holden,2012,Captiva,2012 Holden Captiva 7 SX (fwd),Automatic
3597,Toyota,2023,Camry,2023 Toyota Camry Hybrid,-
3598,Mitsubishi,2007,Pajero,2007 Mitsubishi Pajero VR-X LWB (4X4),Automatic
3600,Volkswagen,2019,Amarok,2019 Volkswagen Amarok TDI550 Core 4Motion (4X4),Manual
3601,Land,2017,Rover,2017 Land Rover Range Rover Velar Standard,Automatic
3602,BMW,2009,320I,2009 BMW 320I Executive,Automatic
3603,Hyundai,2012,I40,2012 Hyundai I40 Active,Automatic
3605,Ram,2022,1500,2022 Ram 1500 Express SWB,Automatic
3606,Kia,2020,Seltos,2020 Kia Seltos Sport+ (fwd),Automatic
3607,Mercedes-Benz,2014,CLA200,2014 Mercedes-Benz CLA200,Automatic
3608,Land,2019,Rover,2019 Land Rover Range Rover Velar P550 SV A/B Dynamic (405KW),Automatic
3609,Audi,2018,Q3,2018 Audi Q3 2.0 Tfsi Sport Quattro (132KW),Automatic
3611,Hyundai,2012,Veloster,2012 Hyundai Veloster SR Turbo,Manual
3612,Isuzu,2011,D-MAX,2011 Isuzu D-MAX LS-U (4X4),Automatic
3613,Skoda,2020,Kodiaq,2020 Skoda Kodiaq 176 TDI RS (4X4),Automatic
3614,Toyota,2023,Hilux,2023 Toyota Hilux Workmate HI-Rider (4X2),Manual
3615,BMW,2021,M4,2021 BMW M4 Competition M Steptronic M xDrive,Automatic
3619,Toyota,2015,RAV4,2015 Toyota RAV4 Cruiser (4X4),Automatic
3620,Toyota,2009,Landcruiser,2009 Toyota Landcruiser GX (4X4),Manual
3621,Chery,2013,J3,2013 Chery J3 M1X Hatchback 5dr Man 5sp 1.6i,Manual
3622,Toyota,2020,Corolla,2020 Toyota Corolla Ascent Sport + Navigation,Automatic
3624,Lexus,2018,LX570,2018 Lexus LX570,Automatic
3625,Subaru,2007,Forester,2007 Subaru Forester XT Luxury,Automatic
3628,Volkswagen,2023,Transporter,2023 Volkswagen Transporter TDI340 LWB,Automatic
3629,Mercedes-Benz,2021,G63,2021 Mercedes-Benz G63,Automatic
3632,Ford,2015,Falcon,2015 Ford Falcon G6E Turbo,Automatic
3633,Holden,2006,Barina,2006 Holden Barina,Automatic
3634,Hyundai,2014,IX35,2014 Hyundai IX35 Trophy (fwd),Automatic
3635,Ford,2022,Escape,2022 Ford Escape ST-Line (fwd),Automatic
3636,Lexus,2017,LC500,2017 Lexus LC500 V8,Automatic
3637,Nissan,2008,X-Trail,2008 Nissan X-Trail ST-L (4X4),Automatic
3638,Toyota,1996,Land,1996 Toyota Land Cruiser VXL,Automatic
3639,Holden,2005,Commodore,2005 Holden Commodore,Manual
3640,Honda,2019,HR-V,2019 Honda HR-V VTI-S,Automatic
3641,Suzuki,2002,Grand,2002 Suzuki Grand Vitara Sports (4X4) (wide),Manual
3642,Ford,2022,Ranger,2022 Ford Ranger Sport 2.0 (4X4),Automatic
3643,MG,2022,HS,2022 MG HS Essence X,Automatic
3644,Mitsubishi,2010,Challenger,2010 Mitsubishi Challenger XLS (5 Seat) (4X4),Automatic
3645,HSV,2017,Clubsport,2017 HSV Clubsport R8 LSA,Automatic
3647,Mitsubishi,2013,Outlander,2013 Mitsubishi Outlander LS (4X2),Automatic
3650,Nissan,2020,X-Trail,2020 Nissan X-Trail ST (4X4),Automatic
3651,Mercedes-Benz,2020,CLA45,2020 Mercedes-Benz CLA45 S 4Matic+,Automatic
3652,BMW,2019,330I,2019 BMW 330I M-Sport,Automatic
3653,Audi,2022,Q7,2022 Audi Q7 45 TDI Quattro Mhev,Automatic
3655,Hyundai,2021,Ioniq,2021 Hyundai Ioniq Electric Premium,Automatic
3656,Lexus,2020,RX300,2020 Lexus RX300 Luxury,Automatic
3659,Ford,2019,Ranger,2019 Ford Ranger,Automatic
3660,Toyota,2021,C-HR,2021 Toyota C-HR Koba,-
3661,Toyota,2018,Hilux,2018 Toyota Hilux SR HI-Rider,Automatic
3662,Nissan,2020,Navara,2020 Nissan Navara SL (4X4),Automatic
3663,Ford,2022,Ranger,2022 Ford Ranger Wildtrak 3.2 (4X4),Automatic
3665,Mercedes-Benz,2018,CLA250,2018 Mercedes-Benz CLA250 Sport 4Matic,Automatic
3666,Volvo,2023,Xc,2023 Volvo Xc 60 Plus B5 AWD,Automatic
3667,Jeep,2018,Wrangler,2018 Jeep Wrangler Unlimited Sport (4X4),Automatic
3669,Mercedes-Benz,2017,Sprinter,2017 Mercedes-Benz Sprinter 416CDI High Roof LWB 7G-Tronic,Automatic
3670,Audi,2023,Q3,2023 Audi Q3 35 Tfsi,Automatic
3671,Mercedes-Benz,2014,B200,2014 Mercedes-Benz B200 CDI,Automatic
3672,Mercedes-Benz,2022,CLA,2022 Mercedes-Benz CLA 200,Automatic
3674,Volkswagen,2011,Golf,2011 Volkswagen Golf GTI,Automatic
3675,Mazda,2023,CX-9,2023 Mazda CX-9 Touring (awd),Automatic
3677,Renault,2023,Master,2023 Renault Master Pro MWB FWD (120kW) L2H2,Manual
3679,Mitsubishi,2015,Pajero,2015 Mitsubishi Pajero Sport GLS (4X4),Automatic
3680,Subaru,2017,Levorg,2017 Subaru Levorg 2.0 STI Sport,Automatic
3681,Nissan,2010,Navara,2010 Nissan Navara DX SINGLE CAB,Manual
3683,Volvo,2022,XC40,2022 Volvo XC40 Ultimate B5 Dark Mhev,Automatic
3685,BMW,2013,M5,2013 BMW M5,Automatic
3687,Toyota,2022,Hilux,2022 Toyota Hilux SR (4X4),Automatic
3690,Lexus,2019,RX350,2019 Lexus RX350 F-Sport,Automatic
3691,Subaru,2020,XV,2020 Subaru XV 2.0I Premium,Automatic
3693,Toyota,2016,Hilux,2016 Toyota Hilux SR HI-Rider,Manual
3695,Porsche,2021,Taycan,2021 Porsche Taycan 4S,Automatic
3696,Toyota,2021,Granvia,2021 Toyota Granvia Standard (6 Seats),Automatic
3697,Skoda,2023,Scala,2023 Skoda Scala Signature 110TSI,Automatic
3699,Holden,2015,Captiva,2015 Holden Captiva 5 LT (fwd),Automatic
3700,Mercedes-Benz,2016,C250,2016 Mercedes-Benz C250,Automatic
3701,Mitsubishi,2013,Pajero,2013 Mitsubishi Pajero VR-X LWB (4X4),Automatic
3702,Subaru,2014,WRX,2014 Subaru WRX Premium (awd),Automatic
3703,Porsche,2020,911,2020 Porsche 911 Carrera S,Automatic
3704,Mercedes-Benz,2021,E63,2021 Mercedes-Benz E63 S 4Matic+,Automatic
3705,Mazda,2013,3,2013 Mazda 3 Maxx Sport,Automatic
3706,Nissan,2020,X-Trail,2020 Nissan X-Trail ST 7 Seat (4X2),Automatic
3707,Isuzu,2018,D-MAX,2018 Isuzu D-MAX LS-Terrain HI-Ride (4X4),Automatic
3708,BMW,2021,M3,2021 BMW M3 Competition M Steptronic M xDrive,Automatic
3710,Toyota,2011,Hilux,2011 Toyota Hilux Workmate (4X4),Manual
3711,Land,2019,Rover,2019 Land Rover Range Rover Sport SDV6 183kW,Automatic
3712,Toyota,2018,Kluger,2018 Toyota Kluger GXL (4X4),Automatic
3714,Subaru,2022,Outback,2022 Subaru Outback AWD Sport,Automatic
3715,Mercedes-Benz,2007,S65,2007 Mercedes-Benz S65 L AMG,Automatic
3718,Volkswagen,2017,Tiguan,2017 Volkswagen Tiguan 140 TDI Highline,Automatic
3720,Mazda,2022,CX-5,2022 Mazda CX-5 GT SP (awd),Automatic
3721,Kia,2020,Cerato,2020 Kia Cerato SI,Automatic
3722,Hyundai,2021,Palisade,2021 Hyundai Palisade Highlander (7 Seat),Automatic
3724,Suzuki,2022,Jimny,2022 Suzuki Jimny,Automatic
3725,Mazda,2019,CX-5,2019 Mazda CX-5 Maxx (4X2),Automatic
3726,Toyota,2007,Aurion,2007 Toyota Aurion Sportivo SX6,Automatic
3727,Mazda,2006,6,2006 Mazda 6 Classic,Automatic
3729,Mercedes-Benz,2016,Sprinter,2016 Mercedes-Benz Sprinter 313CDI Low Roof MWB 7G-Tronic,Automatic
3731,Audi,2019,S3,2019 Audi S3 2.0 Tfsi Quattro,Automatic
3732,Volkswagen,2023,Amarok,2023 Volkswagen Amarok Core TDI405 4Motion,Manual
3734,Toyota,2022,Landcruiser,2022 Toyota Landcruiser 70 Series LC79 GXL,Manual
3736,Volkswagen,2007,Golf,2007 Volkswagen Golf GT Sport TDI,Automatic
3737,Hyundai,2019,Iload,2019 Hyundai Iload 6S Liftback,Automatic
3738,Toyota,2008,Landcruiser,2008 Toyota Landcruiser Workmate (4X4),Manual
3739,Audi,2014,S3,2014 Audi S3 Sportback 2.0 Tfsi Quattro,Automatic
3740,Mazda,2023,CX-9,2023 Mazda CX-9 GT (fwd),Automatic
3742,Hyundai,2023,Palisade,2023 Hyundai Palisade Elite (8 Seat),Automatic
3743,Toyota,2022,Yaris,2022 Toyota Yaris Cross GX Hybrid (awd),Automatic
3744,Mazda,2023,CX-8,2023 Mazda CX-8 D35 GT SP (awd),Automatic
3745,Toyota,2023,Camry,2023 Toyota Camry Ascent Sport Hybrid,Automatic
3746,Porsche,2005,Boxster,2005 Porsche Boxster,Manual
3747,Toyota,2020,RAV4,2020 Toyota RAV4 Cruiser (2WD) Hybrid,Automatic
3748,Renault,2013,Megane,2013 Renault Megane Expression,Manual
3749,Nissan,2012,Caravan,2012 Nissan Caravan DX,Automatic
3751,Mercedes-Benz,2015,GLE400,2015 Mercedes-Benz GLE400,Automatic
3752,Mitsubishi,2021,Outlander,2021 Mitsubishi Outlander Exceed Tourer 7 Seat (awd),Automatic
3753,Peugeot,2017,3008,2017 Peugeot 3008 GT Line,Automatic
3754,Volkswagen,2021,T-Cross,2021 Volkswagen T-Cross 85TSI Life,Automatic
3755,Audi,2020,S5,2020 Audi S5 3.0 Tfsi Quattro,Automatic
3756,Suzuki,2002,XL-7,2002 Suzuki XL-7 (4X4),Automatic
3757,Toyota,2022,C-HR,2022 Toyota C-HR KOBA AWD 1.2L PETROL AUTO CVT WAGON,-
3759,Ford,2020,Everest,2020 Ford Everest Titanium (4WD),Automatic
3760,Mazda,2022,CX-8,2022 Mazda CX-8 Asaki (awd),Automatic
3761,Nissan,2015,Serena,2015 Nissan Serena HIGHWAY STAR HYBRID,Automatic
3762,Kia,2021,Niro,2021 Kia Niro Electric Sport,Automatic
3763,Mitsubishi,2020,ASX,2020 Mitsubishi ASX Exceed (2WD),Automatic
3764,Land,2019,Rover,2019 Land Rover Range Rover Evoque P300 D-Dynamic HSE (221KW),Automatic
3765,Mitsubishi,2023,Pajero,2023 Mitsubishi Pajero Sport Exceed,Automatic
3766,Audi,2019,Q8,2019 Audi Q8 55 Tfsi Quattro (hybrid),Automatic
3769,Mazda,2022,BT-50,2022 Mazda BT-50 Thunder (4X4),Automatic
3770,McLaren,2016,650S,2016 McLaren 650S,Automatic
3771,Subaru,1997,Sambar,1997 Subaru Sambar Supercharger Supercharger,Automatic
3772,Nissan,2018,Leaf,2018 Nissan Leaf G (electric),Automatic
3773,Volkswagen,2018,Polo,2018 Volkswagen Polo Beats,Automatic
3776,BMW,2019,X3,2019 BMW X3 Xdrive 30I,Automatic
3777,Toyota,2023,Landcruiser,2023 Toyota Landcruiser LC300 GR-S (4X4),Automatic
3778,Nissan,2002,Elgrand,2002 Nissan Elgrand Highway Star,Automatic
3779,Hyundai,2022,I30,2022 Hyundai I30 N Line Premium,Automatic
3780,Mazda,2022,CX-9,2022 Mazda CX-9 Touring (awd),Automatic
3781,Audi,2021,A4,2021 Audi A4 Avant 45 Tfsi Quat S Line Mhev,-
3782,Mercedes-Benz,2016,GLE350,2016 Mercedes-Benz GLE350 D 4Matic,Automatic
3783,Lexus,2019,NX,2019 Lexus NX NX300 2WD F Sport,Automatic
3785,Nissan,2023,Pathfinder,2023 Nissan Pathfinder TI (2WD),Automatic
3786,Mazda,2017,BT-50,2017 Mazda BT-50 XT (4X2),Automatic
3787,Volkswagen,2022,T-ROC,2022 Volkswagen T-ROC 140TSI R-Line (restricted Ftr),Automatic
3789,Nissan,1995,Skyline,1995 Nissan Skyline GTR V-Spec,Manual
3790,Audi,2023,S4,2023 Audi S4 3.0 Tfsi Quattro,Automatic
3791,Toyota,2022,Yaris,2022 Toyota Yaris Ascent Sport,Automatic
3793,Kia,2022,Picanto,2022 Kia Picanto GT-Line (pe),Automatic
3794,Ford,2002,F250,2002 Ford F250 XLT (4X4),Automatic
3795,Toyota,2012,Prius,2012 Toyota Prius G,Automatic
3796,Mercedes-Benz,2022,GLC,2022 Mercedes-Benz GLC 300 4Matic,Automatic
3797,Hyundai,2017,Veloster,2017 Hyundai Veloster,Automatic
3799,Mercedes-Benz,2022,C300,2022 Mercedes-Benz C300 Mhev,Automatic
3800,Fiat,2014,500,2014 Fiat 500 S,Automatic
3801,GWM,2022,Haval,2022 GWM Haval Jolion Ultra Hybrid,Automatic
3803,BMW,2018,X3,2018 BMW X3 Xdrive 20D,Automatic
3804,BMW,2013,X5,2013 BMW X5 Xdrive 30D,Automatic
3805,Isuzu,2021,D-MAX,2021 Isuzu D-MAX LS-U (4X4),Automatic
3806,Honda,2011,Accord,2011 Honda Accord VTI-L,Automatic
3807,Land,2017,Rover,2017 Land Rover Discovery TD6 HSE,Automatic
3809,Nissan,2002,Pathfinder,2002 Nissan Pathfinder ST Plus,Automatic
3811,Volkswagen,2012,Golf,2012 Volkswagen Golf GTI,Manual
3812,Land,2015,Rover,2015 Land Rover Range Rover Sport 3.0 V6 SC HSE,Automatic
3814,Mitsubishi,2018,Triton,2018 Mitsubishi Triton GLX,Automatic
3815,Audi,2023,A4,2023 Audi A4 35 Tfsi S Line Mhev,Automatic
3816,Land,2015,Rover,2015 Land Rover Range Rover Autobiography 5.0 V8 SC LWB,Automatic
3817,Volkswagen,2023,Multivan,2023 Volkswagen Multivan Comfortline Premium TDI340 SWB,Automatic
3819,Mini,2023,3D,2023 Mini 3D Hatch Cooper SE Mini Yours,Automatic
3822,Mercedes-Benz,2016,C200,2016 Mercedes-Benz C200,Automatic
3823,Ford,2022,Ranger,2022 Ford Ranger XLT 2.0 (4X4),Automatic
3824,Tesla,2021,Model,2021 Tesla Model 3,-
3825,Toyota,2021,Landcruiser,2021 Toyota Landcruiser 70 Series Workmate,Manual
3827,Porsche,2020,Macan,2020 Porsche Macan Turbo,Automatic
3830,Toyota,2012,Landcruiser,2012 Toyota Landcruiser Prado GXL (4X4),Automatic
3831,Holden,2013,Commodore,2013 Holden Commodore Evoke,Automatic
3832,Toyota,2023,RAV4,2023 Toyota RAV4 GX (2WD) Hybrid,Automatic
3833,Peugeot,2022,Expert,2022 Peugeot Expert PRO Long,Manual
3836,Land,2018,Rover,2018 Land Rover Range Rover Sport SDV8 HSE Dynamic (250KW),Automatic
3837,Mercedes-Benz,2023,G63,2023 Mercedes-Benz G63 EDITION 55,-
3838,Ford,2022,Everest,2022 Ford Everest Trend (4WD),Automatic
3839,BMW,2022,X3,2022 BMW X3 Sdrive20I,Automatic
3840,Mitsubishi,2007,Delica,2007 Mitsubishi Delica Chamonix,Automatic
3842,Mazda,2022,CX-9,2022 Mazda CX-9 GT SP (awd),Automatic
3844,Holden,2016,Colorado,2016 Holden Colorado LT (4X4),Manual
3845,Volkswagen,2023,Tiguan,2023 Volkswagen Tiguan 110TSI Life DSG 2WD,Automatic
3849,Land,2023,Rover,2023 Land Rover Range Rover Autobiograph D350 SWB (258KW),Automatic
3850,Land,2015,Rover,2015 Land Rover Range Rover Sport SVR,Automatic
3851,Mitsubishi,2019,ASX,2019 Mitsubishi ASX MR (2WD),Automatic
3853,Hyundai,2018,Santa,2018 Hyundai Santa FE Highlander Crdi Satin AWD,Automatic
3854,Mercedes-Benz,2019,C300,2019 Mercedes-Benz C300,Automatic
3855,Subaru,2022,WRX,2022 Subaru WRX RS (awd),Manual
3856,Toyota,2023,Landcruiser,2023 Toyota Landcruiser LC300 GXL (4X4),Automatic
3857,Ford,2021,Ranger,2021 Ford Ranger XLS 3.2 (4X4),Automatic
3858,Mazda,2023,CX-30,2023 Mazda CX-30 G25 Touring (fwd),Automatic
3859,Mitsubishi,2019,Eclipse,2019 Mitsubishi Eclipse Cross LS (2WD),Automatic
3860,Jeep,2023,Wrangler,2023 Jeep Wrangler Unlimited Overland (4X4),Automatic
3862,Toyota,2010,Landcruiser,2010 Toyota Landcruiser GX (4X4),Manual
3867,Lexus,2019,IS350,2019 Lexus IS350 Luxury,Automatic
3868,BMW,2020,M8,2020 BMW M8 Competition,Automatic
3869,Jaguar,2009,X,2009 Jaguar X Type 2.2D LE,Automatic
3870,Lexus,2022,LX500D,2022 Lexus LX500D Sports Luxury,Automatic
3871,Jaguar,2021,F-Pace,2021 Jaguar F-Pace P400 R-Dynamic SE (294KW),Automatic
3874,BMW,2023,2,2023 BMW 2 SERIES M240i Steptronic xDrive,Automatic
3875,Hyundai,2019,Kona,2019 Hyundai Kona Highlander TTR RED (fwd),Automatic
3876,Ford,2016,Everest,2016 Ford Everest Titanium,Automatic
3877,Isuzu,2018,MU-X,2018 Isuzu MU-X LS-U (4X4),Automatic
3880,Isuzu,2018,MU-X,2018 Isuzu MU-X LS-T (4X4),Automatic
3881,Ford,2017,Mustang,2017 Ford Mustang Shelby Supersnake 50th Anniversary,Automatic
3882,Toyota,2012,Hilux,2012 Toyota Hilux SR5 (4X4),Manual
3883,Mazda,2012,CX-9,2012 Mazda CX-9 Luxury,Automatic
3886,Porsche,2002,911,2002 Porsche 911 Carrera,Automatic
3887,Fiat,2013,500,2013 Fiat 500 POP,Automatic
3888,Mitsubishi,2015,Outlander,2015 Mitsubishi Outlander XLS (4X2),Automatic
3889,Audi,2020,RS,2020 Audi RS Q8 Tfsi Quattro Mhev,Automatic
3890,Subaru,2017,Forester,2017 Subaru Forester 2.0D-L,Manual
3891,Audi,2018,S4,2018 Audi S4 3.0 Tfsi Quattro Tiptronic,Automatic
3892,Ford,2020,Ranger,2020 Ford Ranger XLT 2.0 (4X4),Automatic
3893,Audi,2022,SQ5,2022 Audi SQ5 3.0 TDI Quattro Mhev,Automatic
3894,Volkswagen,2018,Polo,2018 Volkswagen Polo 70TSI Trendline,Automatic
3895,Nissan,2017,X-Trail,2017 Nissan X-Trail ST (4WD),Automatic
3896,Mazda,2014,2,2014 Mazda 2 Maxx,Manual
3897,Subaru,2005,Forester,2005 Subaru Forester X,Automatic
3901,Hyundai,2020,Elantra,2020 Hyundai Elantra GO Smartsense,Automatic
3902,BMW,2021,128TI,2021 BMW 128TI 28TI,Automatic
3903,BMW,2022,740I,2022 BMW 740I Mhev,Automatic
3906,Rover,1999,Mini,1999 Rover Mini MK VI,Manual
3907,Toyota,2006,Estima,2006 Toyota Estima AERASS,-
3908,Volkswagen,2021,Golf,2021 Volkswagen Golf GTI,Automatic
3909,Mitsubishi,2017,Outlander,2017 Mitsubishi Outlander LS (4X2),Automatic
3910,Volkswagen,2023,T-Cross,2023 Volkswagen T-Cross 85Tfsi Life,Automatic
3911,Toyota,2020,Landcruiser,2020 Toyota Landcruiser LC200 GXL (4X4),Automatic
3913,Volkswagen,2022,Arteon,2022 Volkswagen Arteon 206TSI R-Line Shtng BKE (rf),Automatic
3914,Toyota,2016,Corolla,2016 Toyota Corolla Fielder Hybrid,Automatic
3918,Mercedes-Benz,2017,V250,2017 Mercedes-Benz V250 D Avantgarde,Automatic
3919,Kia,2022,Stonic,2022 Kia Stonic GT Line,Automatic
3921,Bentley,2010,Continental,2010 Bentley Continental GT,Automatic
3922,Nissan,2011,Navara,2011 Nissan Navara ST-X 550 (4X4),Automatic
3923,Mazda,2016,CX-3,2016 Mazda CX-3 S Touring Safety (fwd),Manual
3924,Mercedes-Benz,2019,A180,2019 Mercedes-Benz A180,Automatic
3927,Volvo,2021,XC40,2021 Volvo XC40 T5 R-Design (awd),Automatic
3928,Land,2022,Rover,2022 Land Rover Range Rover P530 First Edition SWB (390KW),Automatic
3929,Suzuki,2020,Baleno,2020 Suzuki Baleno GLX,Automatic
3930,Toyota,2011,Hilux,2011 Toyota Hilux SR,Manual
3933,Kia,2018,Sportage,2018 Kia Sportage SI Premium (fwd),Automatic
3934,Mercedes-Benz,2013,CLA200,2013 Mercedes-Benz CLA200,Automatic
3936,Skoda,2022,Scala,2022 Skoda Scala Ambition 85TSI,Automatic
3937,Volkswagen,2023,Tiguan,2023 Volkswagen Tiguan Allspace 162TSI R-Line,Automatic
3938,Mazda,2023,CX-30,2023 Mazda CX-30 G25 Touring (awd),Automatic
3939,Dodge,2007,Nitro,2007 Dodge Nitro SXT,Automatic
3940,Mercedes-Benz,2022,C200,2022 Mercedes-Benz C200 Edition C Mhev,Automatic
3941,Hyundai,2022,I30,2022 Hyundai I30,Automatic
3944,Volkswagen,2018,Multivan,2018 Volkswagen Multivan Comfortline TDI340,Automatic
3945,Mini,2020,Countryman,2020 Mini Countryman Cooper Stafford Edition,Automatic
3947,Mazda,2023,BT-50,2023 Mazda BT-50 Thunder (4X4),Automatic
3948,Porsche,2014,Cayenne,2014 Porsche Cayenne Diesel Platinum Edition,Automatic
3949,Toyota,2019,Kluger,2019 Toyota Kluger GXL Black Edition (2WD),Automatic
3950,Audi,2023,Q5,2023 Audi Q5 40 TDI Quattro Mhev,Automatic
3952,LDV,2019,G10,2019 LDV G10 Executive (9 Seat),Automatic
3953,Kia,2023,Picanto,2023 Kia Picanto S (PE),Automatic
3954,Kia,2020,Carnival,2020 Kia Carnival SLI,Automatic
3955,Toyota,2021,C-HR,2021 Toyota C-HR GR-S (2WD) Hybrid,Automatic
3957,Ford,2014,Territory,2014 Ford Territory TX (rwd),Automatic
3958,Kia,2022,Stinger,2022 Kia Stinger GT Fastback,Automatic
3959,Lexus,2017,RC350,2017 Lexus RC350 F Sport,Automatic
3961,Mercedes-Benz,2003,SL55,2003 Mercedes-Benz SL55 AMG,Automatic
3962,Toyota,2017,C-HR,2017 Toyota C-HR Koba (awd),Automatic
3963,Suzuki,2021,Ignis,2021 Suzuki Ignis GL,Automatic
